ID,district,state,name,party,clinton,trump,2016_Rmargin,House_Rmargin,obama,romney,2012_Rmargin,swing12,blacks,manufacturing,med_income,public_ins,bachelors,medincdiff,medincdiff_k,medinc_10k,foreign_p
362,TX-01,TX,"Gohmert, Louie",(R),25.3,72.2,46.9,49.8,27.5,71.6,44.1,0,0.180838332,0.095884286,45313,0.357281833,0.209,-11203,-11.203,4.5313,8.012985294
363,TX-02,TX,"Poe, Ted",(R),43.1,52.4,9.3,24.6,35.6,62.9,27.3,0,0.12652534,0.10128215,72711,0.239740199,0.408,16195,16.195,7.2711,19.40174075
364,TX-03,TX,"Johnson, Sam",(R),40.6,54.8,14.2,26.6,34.2,64.3,30.1,0,0.096528239,0.082503321,88619,0.161852056,0.535,32103,32.103,8.8619,20.98564309
365,TX-04,TX,"Ratcliffe, John",(R),21.8,75.4,53.6,100,24.8,74,49.2,0,0.104708832,0.124640693,52481,0.321060552,0.221,-4035,-4.035,5.2481,5.982565522
366,TX-05,TX,"Hensarling, Jeb",(R),34.3,62.7,28.4,100,34.4,64.5,30.1,0,0.149314022,0.09372954,50536,0.344440111,0.211,-5980,-5.98,5.0536,15.38401164
367,TX-06,TX,"Barton, Joe",(R),41.9,54.2,12.3,19.3,40.8,57.9,17.1,0,0.203231397,0.112514483,65758,0.262025551,0.287,9242,9.242,6.5758,13.478783
368,TX-07,TX,"Culberson, John",(R),48.5,47.1,-1.4,12.4,38.6,59.9,21.3,0,0.12805117,0.078946443,71183,0.224525052,0.507,14667,14.667,7.1183,29.38778053
369,TX-08,TX,"Brady, Kevin",(R),23.9,72.7,48.8,100,21.7,77,55.3,0,0.090168761,0.083819591,64861,0.2673209,0.302,8345,8.345,6.4861,12.50837411
370,TX-09,TX,"Green, Al",(D),79.3,18,-61.3,-61.2,78,21.1,-56.9,0,0.371229956,0.066711225,46048,0.321762161,0.238,-10468,-10.468,4.6048,34.84154005
371,TX-10,TX,"McCaul, Michael",(R),43.2,52.3,9.1,18.9,38.8,59.1,20.3,0,0.108698451,0.091295488,73476,0.222864512,0.387,16960,16.96,7.3476,16.06384581
372,TX-11,TX,"Conaway, Michael",(R),19.1,77.8,58.7,100,19.6,79.2,59.6,0,0.041303535,0.066506562,50602,0.30722389,0.204,-5914,-5.914,5.0602,8.646935463
373,TX-12,TX,"Granger, Kay",(R),32.7,62.9,30.2,42.5,31.7,66.8,35.1,0,0.086129681,0.09521284,62214,0.268509482,0.299,5698,5.698,6.2214,11.08612968
374,TX-13,TX,"Thornberry, Mac",(R),16.9,79.9,63,100,18.5,80.2,61.7,0,0.050954099,0.103549479,50150,0.3286757,0.204,-6366,-6.366,5.015,10.24609108
375,TX-14,TX,"Weber, Randy",(R),38.4,58.2,19.8,23.8,39.5,59.3,19.8,0,0.199862709,0.115151969,58103,0.294390901,0.227,1587,1.587,5.8103,10.44444179
376,TX-15,TX,"Gonzalez, Vicente",(D),56.7,40,-16.7,-19.6,57.4,41.5,-15.9,0,0.01576291,0.057755094,41947,0.370087366,0.198,-14569,-14.569,4.1947,22.53879908
377,TX-16,TX,"O'Rourke, Beto",(D),67.9,27.2,-40.7,-100,64.2,34.5,-29.7,0,0.039953302,0.061055639,44045,0.340745736,0.239,-12471,-12.471,4.4045,23.52973155
378,TX-17,TX,"Flores, Bill",(R),38.8,56.3,17.5,25.6,37.7,60.4,22.7,0,0.131163032,0.091406712,50888,0.261579659,0.294,-5628,-5.628,5.0888,11.79320193
379,TX-18,TX,"Jackson-Lee, Sheila",(D),76.5,20,-56.5,-49.9,76.1,22.8,-53.3,0,0.363454973,0.094738162,42662,0.360786565,0.224,-13854,-13.854,4.2662,21.75761286
380,TX-19,TX,"Arrington, Jodey",(R),23.5,72.5,49,100,25,73.6,48.6,0,0.061057925,0.056093334,47875,0.333112193,0.224,-8641,-8.641,4.7875,7.591636579
381,TX-20,TX,"Castro, Joaquin",(D),61,34.3,-26.7,-100,58.9,39.7,-19.2,0,0.054119304,0.051136225,49421,0.311453865,0.247,-7095,-7.095,4.9421,15.35819784
382,TX-21,TX,"Smith, Lamar",(R),42.5,52.5,10,20.6,37.9,59.8,21.9,0,0.037299091,0.055422179,68987,0.246043819,0.451,12471,12.471,6.8987,10.15575472
383,TX-22,TX,"Olson, Pete",(R),44.2,52.1,7.9,19,36.7,62.1,25.4,0,0.133379926,0.092694982,87901,0.193807705,0.451,31385,31.385,8.7901,25.3322245
384,TX-23,TX,"Hurd, Will",(R),49.8,46.4,-3.4,1.3,48.1,50.7,2.6,1,0.038543543,0.056511613,51293,0.334210075,0.217,-5223,-5.223,5.1293,16.92774638
385,TX-24,TX,"Marchant, Kenny",(R),44.5,50.7,6.2,16.9,38,60.4,22.4,0,0.117568982,0.078316994,70454,0.201188261,0.447,13938,13.938,7.0454,23.63020502
386,TX-25,TX,"Williams, Roger",(R),40.2,55.1,14.9,20.6,37.8,59.9,22.1,0,0.075466282,0.082604768,69083,0.2519604,0.372,12567,12.567,6.9083,7.567994107
387,TX-26,TX,"Burgess, Michael",(R),34.4,60.9,26.5,36.8,30.7,67.6,36.9,0,0.071925392,0.081189812,87272,0.185252203,0.442,30756,30.756,8.7272,12.259397
388,TX-27,TX,"Farenthold, Blake",(R),36.5,60.1,23.6,23.4,38.2,60.5,22.3,0,0.054704402,0.082020644,53047,0.338565891,0.203,-3469,-3.469,5.3047,9.178612825
389,TX-28,TX,"Cuellar, Henry",(D),58.3,38.5,-19.8,-34.9,60.3,38.7,-21.6,0,0.040153501,0.043849486,44021,0.372632533,0.177,-12495,-12.495,4.4021,21.43435441
390,TX-29,TX,"Green, Gene",(D),71.1,25.4,-45.7,-48.5,65.9,33,-32.9,0,0.106098356,0.109638688,41737,0.350219014,0.104,-14779,-14.779,4.1737,34.26652365
391,TX-30,TX,"Johnson, E.B.",(D),79.1,18.3,-60.8,-58.9,79.6,19.6,-60,0,0.435610292,0.07479917,44689,0.351421189,0.205,-11827,-11.827,4.4689,16.80379667
392,TX-31,TX,"Carter, John",(R),40.8,53.5,12.7,21.9,38.3,59.6,21.3,0,0.112433627,0.085855826,69228,0.252030281,0.343,12712,12.712,6.9228,9.977759271
393,TX-32,TX,"Sessions, Pete",(R),48.5,46.6,-1.9,100,41.5,57,15.5,0,0.143885952,0.084666096,70119,0.249195887,0.434,13603,13.603,7.0119,22.27194629
394,TX-33,TX,"Veasey, Marc",(D),72.9,23.7,-49.2,-47.4,72,27.1,-44.9,0,0.157201888,0.113875179,38445,0.356591257,0.093,-18071,-18.071,3.8445,32.64433199
395,TX-34,TX,"Vela, Filemon",(D),59.2,37.7,-21.5,-25.4,60.8,38.3,-22.5,0,0.013219831,0.050425271,37989,0.376527357,0.151,-18527,-18.527,3.7989,18.85250209
396,TX-35,TX,"Doggett, Lloyd",(D),64.1,30.5,-33.6,-31.5,63,34.6,-28.4,0,0.101749208,0.06162545,48490,0.312080889,0.204,-8026,-8.026,4.849,16.64780373
397,TX-36,TX,"Babin, Brian",(R),25.2,72,46.8,100,25.7,73.2,47.5,0,0.09192128,0.130585227,58984,0.309794928,0.194,2468,2.468,5.8984,11.14089839
398,UT-01,UT,"Bishop, Rob",(R),22.4,49.7,27.3,39.5,20.4,77.4,57,0,0.010279081,0.132942071,65896,0.204067456,0.289,9380,9.38,6.5896,5.764575122
399,UT-02,UT,"Stewart, Chris",(R),32,46,14,27.7,29.2,68,38.8,0,0.014441744,0.090103814,60700,0.262523279,0.325,4184,4.184,6.07,9.519671871
400,UT-03,UT,Chaffetz,(R),23.3,47.2,23.9,47,19.5,78.3,58.8,0,0.005246244,0.084844774,70763,0.197088565,0.416,14247,14.247,7.0763,7.402204912
401,UT-04,UT,"Love, Mia",(R),32.4,39.1,6.7,12.5,30.2,67.2,37,0,0.012929784,0.098669909,68711,0.198838226,0.282,12195,12.195,6.8711,10.30598007
402,VA-01,VA,"Wittman, Rob",(R),41.2,53.6,12.4,23.3,43.4,55.3,11.9,0,0.158576585,0.05086651,81338,0.262508879,0.375,24822,24.822,8.1338,9.014772745
403,VA-02,VA,"Taylor, Scott",(R),45.4,48.8,3.4,23,48.2,50.5,2.3,1,0.199684641,0.071344917,66953,0.263659038,0.344,10437,10.437,6.6953,8.895625731
404,VA-03,VA,"Scott, Bobby",(D),63.6,31.9,-31.7,-33.8,67.6,31.3,-36.3,0,0.45850543,0.104126552,51794,0.328844599,0.262,-4722,-4.722,5.1794,5.091934321
405,VA-04,VA,"McEachin, Donald",(D),58.7,37.1,-21.6,-15.8,60.3,38.5,-21.8,0,0.411349717,0.073026404,54607,0.32927549,0.301,-1909,-1.909,5.4607,4.597665056
406,VA-05,VA,"Garrett, Tom",(R),42.3,53.4,11.1,16.6,45.9,52.5,6.6,0,0.197557598,0.108113795,52237,0.339578396,0.279,-4279,-4.279,5.2237,4.081324523
407,VA-06,VA,"Goodlatte, Bob",(R),34.9,59.7,24.8,33.6,39.5,58.8,19.3,0,0.114368379,0.12075964,50061,0.322288165,0.266,-6455,-6.455,5.0061,5.115789836
408,VA-07,VA,"Brat, Dave",(R),44,50.5,6.5,15.4,44.1,54.6,10.5,0,0.171857528,0.061949498,73580,0.257211271,0.39,17064,17.064,7.358,9.707249065
409,VA-08,VA,"Beyer, Don",(D),73.5,20.9,-52.6,-41.2,67.8,31,-36.8,0,0.140970451,0.019710822,100719,0.190015397,0.618,44203,44.203,10.0719,29.21697555
410,VA-09,VA,"Griffith, Morgan",(R),27.3,68.8,41.5,40.3,34.9,63.1,28.2,0,0.054069804,0.129302521,41698,0.402216258,0.204,-14818,-14.818,4.1698,2.597268505
411,VA-10,VA,"Comstock, Barbara",(R),52.2,42.2,-10,5.8,48.8,49.9,1.1,1,0.066524111,0.052357481,120384,0.172844347,0.543,63868,63.868,12.0384,20.97913763
412,VA-11,VA,"Connolly, Gerry",(D),66.9,27.5,-39.4,-100,62.5,36.3,-26.2,0,0.134468371,0.021672564,106554,0.186179567,0.555,50038,50.038,10.6554,32.06038037
413,VT-AL,VT,"Welch, Peter",(D),56.7,30.3,-26.4,-100,67,31.2,-35.8,0,0.012637009,0.108855873,57677,0.427281927,0.364,1161,1.161,5.7677,4.518615292
414,WA-01,WA,"DelBene, Suzan",(D),54.1,37.8,-16.3,-10.8,54.1,43.3,-10.8,0,0.01328729,0.140849966,91018,0.267597807,0.434,34502,34.502,9.1018,16.09973054
415,WA-02,WA,"Larsen, Rick",(D),56.9,34.8,-22.1,-28,59.2,38,-21.2,0,0.03327843,0.143300234,65187,0.350369992,0.303,8671,8.671,6.5187,14.57840917
416,WA-03,WA,"Herrera Beutler, Jaime",(R),42.5,49.9,7.4,23.6,47.9,49.6,1.7,1,0.012975631,0.10686611,61304,0.408406837,0.254,4788,4.788,6.1304,8.794963705
417,WA-04,WA,"Newhouse, Dan",(R),35.1,57.9,22.8,100,37.9,59.7,21.8,0,0.013762943,0.089058707,52484,0.47137303,0.201,-4032,-4.032,5.2484,16.42465474
418,WA-05,WA,"McMorris Rodgers, Cathy",(R),39.1,52.2,13.1,19.2,43.7,53.5,9.8,0,0.015655975,0.077147648,51697,0.425064798,0.304,-4819,-4.819,5.1697,5.467730731
419,WA-06,WA,"Kilmer, Derek",(D),51.8,39.5,-12.3,-23,56.1,41.2,-14.9,0,0.037758625,0.087369596,60616,0.417683283,0.297,4100,4.1,6.0616,6.897957316
420,WA-07,WA,"Jayapal, Pramila",(D),82.1,12.2,-69.9,-100,79.2,18.1,-61.1,0,0.041354909,0.076235639,84579,0.23901152,0.61,28063,28.063,8.4579,17.55968578
421,WA-08,WA,"Reichert, David",(R),47.7,44.7,-3,20.4,49.7,48.1,-1.6,1,0.028016114,0.119094852,79516,0.299664572,0.345,23000,23,7.9516,13.62917187
422,WA-09,WA,"Smith, Adam",(D),70.5,23.3,-47.2,-45.8,68.3,29.6,-38.7,0,0.108376708,0.099539493,75407,0.343874804,0.418,18891,18.891,7.5407,29.99798614
423,WA-10,WA,"Heck, Denny",(D),51.3,39.9,-11.4,-17.4,56.3,41.1,-15.2,0,0.059648768,0.08303937,62206,0.370096536,0.287,5690,5.69,6.2206,9.600684104
424,WI-01,WI,"Ryan, Paul",(R),42.3,52.6,10.3,34.8,47.4,51.6,4.2,1,0.054036825,0.183838667,61589,0.325741683,0.282,5073,5.073,6.1589,5.638819729
425,WI-02,WI,"Pocan, Mark",(D),65.8,29,-36.8,-37.6,68.3,30.5,-37.8,0,0.042960432,0.121267244,65589,0.261948885,0.426,9073,9.073,6.5589,7.637644866
426,WI-03,WI,"Kind, Ron",(D),44.8,49.3,4.5,-100,54.8,43.8,-11,0,0.012123068,0.156024724,52154,0.332602294,0.254,-4362,-4.362,5.2154,2.67328118
427,WI-04,WI,"Moore, Gwen",(D),74,21.8,-52.2,-100,75.3,23.8,-51.5,0,0.336405452,0.14130707,41816,0.440102949,0.274,-14700,-14.7,4.1816,9.571749215
428,WI-05,WI,"Sensenbrenner, Jim",(R),37.3,57.4,20.1,37.5,37.7,61.3,23.6,0,0.020591112,0.190887969,68162,0.276158008,0.369,11646,11.646,6.8162,4.214661171
429,WI-06,WI,"Grothman, Glenn",(R),38.8,55.7,16.9,19.9,45.8,53.1,7.3,0,0.016207941,0.258932203,57129,0.322676385,0.264,613,0.613,5.7129,4.045026275
430,WI-07,WI,"Duffy, Sean",(R),37.3,57.8,20.5,23.4,47.8,50.9,3.1,1,0.00768904,0.18348569,51738,0.378138747,0.231,-4778,-4.778,5.1738,2.345524112
431,WI-08,WI,"Gallagher, Mike",(R),38.6,56.2,17.6,25.4,47.6,51.3,3.7,1,0.013581385,0.22049426,57888,0.308380537,0.254,1372,1.372,5.7888,3.69810844
432,WV-01,WV,"McKinley, David",(R),26.4,68,41.6,38,35.5,62.2,26.7,0,0.028300312,0.092315561,45611,0.44697854,0.235,-10905,-10.905,4.5611,1.946912406
433,WV-02,WV,"Mooney, Alex",(R),29.4,65.8,36.4,16.4,38,60,22,0,0.049416392,0.0901729,48358,0.451448268,0.215,-8158,-8.158,4.8358,2.258328651
434,WV-03,WV,"Jenkins, Evan",(R),23.3,72.5,49.2,43.9,32.8,65,32.2,0,0.036332663,0.06471894,37728,0.555956411,0.174,-18788,-18.788,3.7728,0.962408712
435,WY-AL,WY,"Cheney, Liz",(R),22.5,70.1,47.6,32.1,27.6,68.2,40.6,0,0.010196396,0.039647684,59882,0.272785824,0.271,3366,3.366,5.9882,3.220489803
